,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes
1591,karnataka,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1592,karnataka,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1593,karnataka,2009,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1594,karnataka,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1596,kerala,2009,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1597,kerala,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1598,kerala,2009,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1599,kerala,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,kerala,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,madhya pradesh,2009,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,madhya pradesh,2009,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1603,madhya pradesh,2009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1604,madhya pradesh,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,madhya pradesh,2009,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1606,madhya pradesh,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1607,madhya pradesh,2009,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1608,madhya pradesh,2009,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1609,madhya pradesh,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,madhya pradesh,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1611,madhya pradesh,2009,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1612,madhya pradesh,2009,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,madhya pradesh,2009,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1614,madhya pradesh,2009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1615,maharashtra,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1616,maharashtra,2009,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1617,maharashtra,2009,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1618,maharashtra,2009,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1619,maharashtra,2009,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1620,maharashtra,2009,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1621,maharashtra,2009,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1622,maharashtra,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1623,maharashtra,2009,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1624,maharashtra,2009,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1625,maharashtra,2009,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1626,maharashtra,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,manipur,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,manipur,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,manipur,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,meghalaya,2009,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1631,meghalaya,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1632,mizoram,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1633,mizoram,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,odisha,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1638,odisha,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,odisha,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,odisha,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,odisha,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1643,odisha,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1644,odisha,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,odisha,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,punjab,2009,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1647,punjab,2009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1648,punjab,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,punjab,2009,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1650,punjab,2009,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1651,punjab,2009,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1652,punjab,2009,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,rajasthan,2009,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1654,rajasthan,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,rajasthan,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,rajasthan,2009,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1657,rajasthan,2009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1658,rajasthan,2009,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1659,rajasthan,2009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1660,rajasthan,2009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1661,rajasthan,2009,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1662,rajasthan,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,tamil nadu,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,tamil nadu,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,tamil nadu,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1667,tamil nadu,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,tamil nadu,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1669,tamil nadu,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,tamil nadu,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,tamil nadu,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,tamil nadu,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,tamil nadu,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1675,uttar pradesh,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1676,uttar pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1677,uttar pradesh,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1678,uttar pradesh,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1679,uttar pradesh,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1680,uttar pradesh,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,uttar pradesh,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1682,uttar pradesh,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,uttar pradesh,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1684,uttar pradesh,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,uttar pradesh,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,uttar pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1687,uttar pradesh,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,uttar pradesh,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,uttar pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1690,uttar pradesh,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,uttar pradesh,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,uttar pradesh,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,uttarakhand,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1694,uttarakhand,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1695,uttarakhand,2009,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,uttarakhand,2009,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1697,west bengal,2009,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1698,west bengal,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,west bengal,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1701,west bengal,2009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,delhi,2009,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1708,delhi,2009,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1709,delhi,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,delhi,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1711,delhi,2009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,andhra pradesh,2010,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1715,andhra pradesh,2010,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1716,andhra pradesh,2010,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1717,andhra pradesh,2010,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1718,andhra pradesh,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1719,andhra pradesh,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,andhra pradesh,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1721,andhra pradesh,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1722,andhra pradesh,2010,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1723,arunachal pradesh,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,arunachal pradesh,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1725,arunachal pradesh,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,assam,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,assam,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1730,assam,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1731,assam,2010,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,assam,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,assam,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1734,assam,2010,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1735,assam,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1736,bihar,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1737,bihar,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,bihar,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1739,bihar,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1740,bihar,2010,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,bihar,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,bihar,2010,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,bihar,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1744,bihar,2010,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1745,bihar,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1746,bihar,2010,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,chhattisgarh,2010,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,chhattisgarh,2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1749,chhattisgarh,2010,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1750,chhattisgarh,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1751,chhattisgarh,2010,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1752,chhattisgarh,2010,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1754,gujarat,2010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1755,gujarat,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1756,gujarat,2010,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1757,gujarat,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1758,gujarat,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1759,gujarat,2010,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1760,gujarat,2010,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1761,gujarat,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1762,haryana,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,haryana,2010,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1764,haryana,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1765,haryana,2010,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1766,haryana,2010,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1768,himachal pradesh,2010,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1769,himachal pradesh,2010,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1770,himachal pradesh,2010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1771,himachal pradesh,2010,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1774,jammu & kashmir,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,jammu & kashmir,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1776,jammu & kashmir,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778,jammu & kashmir,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1781,jharkhand,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1782,jharkhand,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1785,jharkhand,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1787,karnataka,2010,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1788,karnataka,2010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1789,karnataka,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1790,karnataka,2010,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1792,karnataka,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1793,karnataka,2010,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1794,karnataka,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1796,kerala,2010,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1797,kerala,2010,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1798,kerala,2010,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1799,kerala,2010,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1800,kerala,2010,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1801,madhya pradesh,2010,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1802,madhya pradesh,2010,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1803,madhya pradesh,2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1804,madhya pradesh,2010,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1805,madhya pradesh,2010,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1806,madhya pradesh,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1807,madhya pradesh,2010,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1808,madhya pradesh,2010,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1809,madhya pradesh,2010,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1810,madhya pradesh,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1811,madhya pradesh,2010,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1812,madhya pradesh,2010,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1813,madhya pradesh,2010,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1814,madhya pradesh,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1815,maharashtra,2010,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1816,maharashtra,2010,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1817,maharashtra,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1818,maharashtra,2010,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1819,maharashtra,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1820,maharashtra,2010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1821,maharashtra,2010,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1822,maharashtra,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1823,maharashtra,2010,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1824,maharashtra,2010,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1825,maharashtra,2010,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,maharashtra,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,manipur,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,manipur,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,manipur,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,meghalaya,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,meghalaya,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1832,mizoram,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1833,mizoram,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,odisha,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1838,odisha,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,odisha,2010,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1840,odisha,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,odisha,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,odisha,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1843,odisha,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1844,odisha,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,odisha,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,punjab,2010,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1847,punjab,2010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1848,punjab,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1849,punjab,2010,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,punjab,2010,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1851,punjab,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1852,punjab,2010,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,rajasthan,2010,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1854,rajasthan,2010,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1855,rajasthan,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,rajasthan,2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1857,rajasthan,2010,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1858,rajasthan,2010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1859,rajasthan,2010,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1860,rajasthan,2010,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1861,rajasthan,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,rajasthan,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,tamil nadu,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,tamil nadu,2010,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1866,tamil nadu,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1867,tamil nadu,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,tamil nadu,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1869,tamil nadu,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,tamil nadu,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1871,tamil nadu,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,tamil nadu,2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,tamil nadu,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1874,tripura,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1875,tripura,2010,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1876,uttar pradesh,2010,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1877,uttar pradesh,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1878,uttar pradesh,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1879,uttar pradesh,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1880,uttar pradesh,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,uttar pradesh,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,uttar pradesh,2010,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,uttar pradesh,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,uttar pradesh,2010,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,uttar pradesh,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1886,uttar pradesh,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1887,uttar pradesh,2010,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1888,uttar pradesh,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,uttar pradesh,2010,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1890,uttar pradesh,2010,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
