,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
0,andhra pradesh,2001,19.0,12.0,0.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,66.0
1,andhra pradesh,2001,2.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,2.0,0.0,25.0
2,andhra pradesh,2001,2.0,15.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,1.0,27.0
3,andhra pradesh,2001,1.0,34.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,54.0
4,andhra pradesh,2001,5.0,9.0,0.0,6.0,1.0,0.0,1.0,0.0,4.0,40.0,66.0
5,andhra pradesh,2001,5.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0
6,andhra pradesh,2001,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0
7,arunachal pradesh,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,arunachal pradesh,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,arunachal pradesh,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,arunachal pradesh,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,assam,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,assam,2001,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
13,assam,2001,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
14,assam,2001,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
15,assam,2001,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
16,assam,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,assam,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,bihar,2001,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
19,bihar,2001,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,10.0,19.0
20,bihar,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,bihar,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,bihar,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,bihar,2001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
24,bihar,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
25,bihar,2001,0.0,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,8.0,22.0
26,bihar,2001,1.0,5.0,0.0,5.0,0.0,0.0,13.0,0.0,1.0,0.0,25.0
27,bihar,2001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
28,bihar,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,chhattisgarh,2001,0.0,19.0,2.0,6.0,1.0,4.0,0.0,0.0,0.0,37.0,69.0
30,chhattisgarh,2001,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,153.0,163.0
31,chhattisgarh,2001,1.0,10.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,26.0
32,chhattisgarh,2001,3.0,38.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,63.0,119.0
33,chhattisgarh,2001,8.0,77.0,2.0,20.0,0.0,5.0,0.0,0.0,0.0,96.0,208.0
34,goa,2001,1.0,10.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,12.0,34.0
35,gujarat,2001,8.0,2.0,0.0,4.0,0.0,20.0,18.0,0.0,1.0,44.0,97.0
36,gujarat,2001,8.0,6.0,0.0,16.0,0.0,25.0,0.0,0.0,3.0,73.0,131.0
37,gujarat,2001,17.0,5.0,2.0,7.0,0.0,20.0,0.0,0.0,2.0,12.0,65.0
38,gujarat,2001,4.0,0.0,0.0,11.0,0.0,18.0,0.0,0.0,1.0,14.0,48.0
39,gujarat,2001,5.0,2.0,0.0,12.0,0.0,7.0,0.0,0.0,1.0,3.0,30.0
40,gujarat,2001,30.0,12.0,2.0,16.0,0.0,17.0,0.0,0.0,2.0,20.0,99.0
41,gujarat,2001,6.0,12.0,0.0,54.0,0.0,5.0,0.0,0.0,1.0,24.0,102.0
42,gujarat,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,haryana,2001,7.0,26.0,3.0,66.0,0.0,0.0,0.0,2.0,0.0,46.0,150.0
44,haryana,2001,5.0,6.0,0.0,28.0,0.0,8.0,5.0,0.0,0.0,0.0,52.0
45,haryana,2001,9.0,42.0,0.0,21.0,0.0,8.0,0.0,0.0,0.0,9.0,89.0
46,haryana,2001,10.0,33.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,59.0
47,haryana,2001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0
48,himachal pradesh,2001,1.0,8.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0
49,himachal pradesh,2001,2.0,12.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,7.0,31.0
50,himachal pradesh,2001,2.0,12.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,32.0
51,himachal pradesh,2001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
52,jammu & kashmir,2001,1.0,3.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0
53,jammu & kashmir,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,jammu & kashmir,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,jammu & kashmir,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,jammu & kashmir,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,jammu & kashmir,2001,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0
58,jharkhand,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,jharkhand,2001,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0
60,jharkhand,2001,4.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0
61,jharkhand,2001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,9.0
62,jharkhand,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,jharkhand,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,karnataka,2001,0.0,7.0,0.0,6.0,0.0,4.0,1.0,0.0,0.0,3.0,21.0
65,karnataka,2001,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0
66,karnataka,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
67,karnataka,2001,0.0,3.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,15.0
68,karnataka,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,karnataka,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,karnataka,2001,3.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0
71,karnataka,2001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
72,kerala,2001,16.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
73,kerala,2001,21.0,12.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,27.0,73.0
74,kerala,2001,27.0,18.0,0.0,5.0,0.0,7.0,2.0,0.0,2.0,24.0,85.0
75,kerala,2001,12.0,23.0,0.0,9.0,0.0,0.0,2.0,0.0,1.0,11.0,58.0
76,madhya pradesh,2001,6.0,38.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,108.0,170.0
77,madhya pradesh,2001,6.0,39.0,2.0,20.0,2.0,8.0,1.0,0.0,0.0,88.0,166.0
78,madhya pradesh,2001,9.0,20.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,43.0,77.0
79,madhya pradesh,2001,7.0,39.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,21.0,78.0
80,madhya pradesh,2001,17.0,53.0,2.0,16.0,4.0,16.0,2.0,0.0,0.0,93.0,203.0
81,madhya pradesh,2001,15.0,44.0,0.0,11.0,2.0,5.0,0.0,0.0,0.0,45.0,122.0
82,madhya pradesh,2001,7.0,40.0,0.0,13.0,0.0,4.0,0.0,0.0,1.0,35.0,100.0
83,madhya pradesh,2001,6.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,62.0
84,madhya pradesh,2001,12.0,50.0,0.0,14.0,0.0,17.0,0.0,0.0,0.0,54.0,147.0
85,madhya pradesh,2001,9.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,62.0,75.0
86,madhya pradesh,2001,6.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,46.0,68.0
87,madhya pradesh,2001,3.0,44.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,104.0,157.0
88,maharashtra,2001,9.0,18.0,2.0,19.0,0.0,14.0,0.0,0.0,2.0,25.0,89.0
89,maharashtra,2001,42.0,35.0,0.0,5.0,1.0,19.0,0.0,0.0,2.0,51.0,155.0
90,maharashtra,2001,12.0,45.0,0.0,8.0,0.0,16.0,7.0,0.0,1.0,56.0,145.0
91,maharashtra,2001,24.0,21.0,1.0,21.0,0.0,31.0,0.0,0.0,0.0,8.0,106.0
92,maharashtra,2001,12.0,50.0,2.0,31.0,2.0,36.0,0.0,0.0,3.0,86.0,222.0
93,maharashtra,2001,14.0,21.0,0.0,50.0,1.0,22.0,0.0,1.0,4.0,69.0,182.0
94,maharashtra,2001,16.0,31.0,1.0,10.0,0.0,24.0,9.0,0.0,1.0,37.0,129.0
95,maharashtra,2001,16.0,49.0,0.0,26.0,0.0,9.0,0.0,0.0,7.0,55.0,163.0
96,maharashtra,2001,24.0,57.0,0.0,10.0,0.0,43.0,3.0,0.0,19.0,12.0,168.0
97,maharashtra,2001,18.0,27.0,1.0,25.0,0.0,42.0,1.0,0.0,3.0,22.0,139.0
98,maharashtra,2001,16.0,13.0,10.0,5.0,0.0,15.0,1.0,0.0,0.0,52.0,112.0
99,maharashtra,2001,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,11.0
100,manipur,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,manipur,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,manipur,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,meghalaya,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,meghalaya,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,mizoram,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,mizoram,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,nagaland,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,nagaland,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,nagaland,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,odisha,2001,0.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0
111,odisha,2001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,odisha,2001,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
113,odisha,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
114,odisha,2001,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0
115,odisha,2001,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0
116,odisha,2001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
117,odisha,2001,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
118,odisha,2001,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
119,punjab,2001,2.0,13.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,30.0
120,punjab,2001,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
121,punjab,2001,4.0,13.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,5.0,37.0
122,punjab,2001,10.0,7.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,3.0,33.0
123,punjab,2001,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
124,punjab,2001,3.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0
125,rajasthan,2001,4.0,14.0,0.0,30.0,0.0,17.0,0.0,0.0,0.0,4.0,69.0
126,rajasthan,2001,2.0,3.0,1.0,6.0,0.0,5.0,0.0,0.0,2.0,2.0,21.0
127,rajasthan,2001,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,13.0
128,rajasthan,2001,1.0,8.0,3.0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,31.0
129,rajasthan,2001,4.0,10.0,0.0,14.0,0.0,9.0,0.0,0.0,1.0,0.0,38.0
130,rajasthan,2001,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0
131,rajasthan,2001,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,21.0,33.0
132,rajasthan,2001,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0
133,rajasthan,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
134,sikkim,2001,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
135,tamil nadu,2001,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
136,tamil nadu,2001,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0
137,tamil nadu,2001,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
138,tamil nadu,2001,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
139,tamil nadu,2001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
140,tamil nadu,2001,10.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
141,tamil nadu,2001,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0
142,tamil nadu,2001,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
143,tamil nadu,2001,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
144,tamil nadu,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,tripura,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,uttar pradesh,2001,28.0,59.0,1.0,149.0,0.0,0.0,0.0,0.0,0.0,290.0,527.0
147,uttar pradesh,2001,33.0,39.0,0.0,63.0,0.0,0.0,11.0,0.0,1.0,46.0,193.0
148,uttar pradesh,2001,7.0,17.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,28.0,76.0
149,uttar pradesh,2001,36.0,45.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,153.0,356.0
150,uttar pradesh,2001,31.0,12.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,107.0,178.0
151,uttar pradesh,2001,48.0,30.0,0.0,72.0,0.0,0.0,1.0,0.0,0.0,31.0,182.0
152,uttar pradesh,2001,30.0,30.0,0.0,76.0,0.0,0.0,5.0,0.0,0.0,145.0,286.0
153,uttar pradesh,2001,51.0,20.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,31.0,153.0
154,uttar pradesh,2001,24.0,28.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,26.0,125.0
155,uttar pradesh,2001,16.0,13.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,17.0,88.0
156,uttar pradesh,2001,9.0,37.0,0.0,76.0,0.0,0.0,10.0,0.0,0.0,42.0,174.0
157,uttar pradesh,2001,25.0,26.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,72.0,161.0
158,uttar pradesh,2001,14.0,24.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,57.0,142.0
159,uttar pradesh,2001,73.0,52.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,209.0,474.0
160,uttar pradesh,2001,10.0,44.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,25.0,134.0
161,uttar pradesh,2001,27.0,27.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,60.0,167.0
162,uttar pradesh,2001,4.0,19.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,24.0,92.0
163,uttar pradesh,2001,23.0,40.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,77.0,201.0
164,uttarakhand,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,uttarakhand,2001,9.0,5.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,5.0,30.0
166,uttarakhand,2001,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
167,uttarakhand,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,west bengal,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,west bengal,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,west bengal,2001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
171,west bengal,2001,3.0,12.0,0.0,79.0,0.0,0.0,8.0,2.0,0.0,52.0,159.0
172,west bengal,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,west bengal,2001,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
174,a&n islands,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,chandigarh,2001,0.0,8.0,0.0,32.0,0.0,5.0,0.0,0.0,2.0,11.0,58.0
176,d&n haveli,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,daman & diu,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,delhi,2001,24.0,123.0,2.0,680.0,0.0,74.0,4.0,2.0,0.0,138.0,1047.0
179,delhi,2001,5.0,21.0,0.0,104.0,0.0,6.0,0.0,0.0,0.0,49.0,185.0
180,delhi,2001,14.0,68.0,1.0,390.0,0.0,36.0,0.0,0.0,0.0,7.0,516.0
181,delhi,2001,1.0,14.0,1.0,50.0,0.0,4.0,2.0,0.0,0.0,4.0,76.0
182,lakshadweep,2001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,puducherry,2001,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
184,andhra pradesh,2002,17.0,18.0,0.0,43.0,11.0,0.0,0.0,0.0,1.0,0.0,90.0
185,andhra pradesh,2002,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0
186,andhra pradesh,2002,4.0,25.0,0.0,6.0,1.0,0.0,3.0,0.0,1.0,17.0,57.0
187,andhra pradesh,2002,10.0,33.0,0.0,20.0,0.0,0.0,3.0,0.0,1.0,0.0,67.0
188,andhra pradesh,2002,6.0,14.0,0.0,5.0,1.0,5.0,2.0,0.0,0.0,15.0,48.0
189,andhra pradesh,2002,4.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
190,andhra pradesh,2002,2.0,19.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,31.0
191,arunachal pradesh,2002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
192,arunachal pradesh,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,arunachal pradesh,2002,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
194,arunachal pradesh,2002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195,assam,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,assam,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
197,assam,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,assam,2002,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0
199,assam,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,assam,2002,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
201,assam,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,bihar,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,bihar,2002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
204,bihar,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,bihar,2002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
206,bihar,2002,2.0,3.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,4.0,22.0
207,bihar,2002,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
208,bihar,2002,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
209,bihar,2002,3.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,14.0
210,bihar,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,bihar,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,bihar,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,chhattisgarh,2002,4.0,30.0,0.0,4.0,0.0,1.0,0.0,0.0,26.0,70.0,135.0
214,chhattisgarh,2002,7.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,283.0,308.0
215,chhattisgarh,2002,1.0,9.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,21.0,43.0
216,chhattisgarh,2002,4.0,44.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,7.0,65.0
217,chhattisgarh,2002,12.0,84.0,0.0,26.0,1.0,6.0,0.0,0.0,0.0,53.0,182.0
218,goa,2002,2.0,7.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,11.0,31.0
219,gujarat,2002,7.0,9.0,0.0,64.0,0.0,5.0,0.0,0.0,0.0,22.0,107.0
220,gujarat,2002,8.0,10.0,1.0,13.0,0.0,12.0,0.0,0.0,29.0,94.0,167.0
221,gujarat,2002,13.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,5.0,16.0,52.0
222,gujarat,2002,4.0,4.0,0.0,24.0,0.0,11.0,0.0,0.0,1.0,6.0,50.0
223,gujarat,2002,5.0,4.0,5.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,42.0
224,gujarat,2002,21.0,22.0,0.0,86.0,1.0,24.0,0.0,0.0,2.0,22.0,178.0
225,gujarat,2002,10.0,13.0,3.0,66.0,0.0,1.0,0.0,0.0,1.0,18.0,112.0
226,gujarat,2002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
227,haryana,2002,7.0,11.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,28.0,62.0
228,haryana,2002,2.0,1.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0
229,haryana,2002,5.0,39.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,10.0,68.0
230,haryana,2002,7.0,33.0,0.0,23.0,0.0,7.0,0.0,1.0,0.0,11.0,82.0
231,haryana,2002,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,8.0
232,himachal pradesh,2002,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0
233,himachal pradesh,2002,2.0,10.0,6.0,11.0,0.0,4.0,0.0,0.0,1.0,2.0,36.0
234,himachal pradesh,2002,2.0,14.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,9.0,37.0
235,himachal pradesh,2002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0
236,jammu & kashmir,2002,1.0,5.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,4.0,34.0
237,jammu & kashmir,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,jammu & kashmir,2002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
239,jammu & kashmir,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,jammu & kashmir,2002,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
241,jammu & kashmir,2002,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
242,jharkhand,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,jharkhand,2002,0.0,21.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,55.0
244,jharkhand,2002,1.0,8.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,18.0
245,jharkhand,2002,1.0,14.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,12.0,37.0
246,jharkhand,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,jharkhand,2002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,karnataka,2002,21.0,7.0,0.0,7.0,0.0,3.0,3.0,1.0,0.0,0.0,42.0
249,karnataka,2002,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0
250,karnataka,2002,0.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,14.0
251,karnataka,2002,2.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0
