,State,Year,Murder,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
1469,tamil nadu,2008,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0
1470,tamil nadu,2008,14.0,21.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,18.0,86.0
1471,tamil nadu,2008,10.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
1472,tamil nadu,2008,11.0,22.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,19.0,96.0
1473,tamil nadu,2008,7.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0
1474,tamil nadu,2008,6.0,27.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
1475,tamil nadu,2008,6.0,14.0,0.0,53.0,0.0,16.0,0.0,0.0,0.0,2.0,91.0
1476,tamil nadu,2008,9.0,12.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0
1477,tripura,2008,12.0,104.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,24.0,163.0
1478,uttar pradesh,2008,54.0,87.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,54.0,387.0
1479,uttar pradesh,2008,18.0,28.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,19.0,153.0
1480,uttar pradesh,2008,18.0,40.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,50.0,179.0
1481,uttar pradesh,2008,19.0,42.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,44.0,198.0
1482,uttar pradesh,2008,14.0,25.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,20.0,106.0
1483,uttar pradesh,2008,6.0,28.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,23.0,154.0
1484,uttar pradesh,2008,24.0,32.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,15.0,140.0
1485,uttar pradesh,2008,17.0,56.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,24.0,274.0
1486,uttar pradesh,2008,22.0,38.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,27.0,179.0
1487,uttar pradesh,2008,21.0,36.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,30.0,178.0
1488,uttar pradesh,2008,32.0,68.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,36.0,329.0
1489,uttar pradesh,2008,12.0,81.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,41.0,365.0
1490,uttar pradesh,2008,30.0,38.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,18.0,234.0
1491,uttar pradesh,2008,20.0,97.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,38.0,348.0
1492,uttar pradesh,2008,22.0,55.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,25.0,258.0
1493,uttar pradesh,2008,18.0,53.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,30.0,189.0
1494,uttar pradesh,2008,11.0,56.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,28.0,200.0
1495,uttar pradesh,2008,18.0,40.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,54.0,207.0
1496,uttarakhand,2008,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1497,uttarakhand,2008,1.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
1498,uttarakhand,2008,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0
1499,uttarakhand,2008,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1500,west bengal,2008,11.0,57.0,1.0,41.0,0.0,0.0,17.0,22.0,0.0,4.0,153.0
1501,west bengal,2008,6.0,38.0,0.0,59.0,0.0,0.0,1.0,0.0,1.0,20.0,125.0
1502,west bengal,2008,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,9.0
1503,west bengal,2008,1.0,15.0,0.0,59.0,0.0,0.0,15.0,7.0,0.0,41.0,139.0
1504,west bengal,2008,1.0,0.0,0.0,7.0,0.0,0.0,2.0,6.0,5.0,0.0,21.0
1505,west bengal,2008,0.0,19.0,0.0,27.0,0.0,0.0,14.0,6.0,0.0,0.0,66.0
1506,a&n islands,2008,2.0,8.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,24.0,47.0
1507,chandigarh,2008,0.0,10.0,0.0,36.0,0.0,11.0,0.0,0.0,0.0,9.0,66.0
1508,d&n haveli,2008,1.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0
1509,daman & diu,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
1510,delhi,2008,4.0,66.0,0.0,205.0,0.0,2.0,0.0,0.0,1.0,15.0,293.0
1511,delhi,2008,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0
1512,delhi,2008,13.0,112.0,2.0,622.0,0.0,9.0,0.0,0.0,0.0,101.0,859.0
1513,delhi,2008,18.0,88.0,0.0,253.0,0.0,11.0,0.0,0.0,0.0,93.0,463.0
1514,delhi,2008,6.0,33.0,0.0,107.0,0.0,3.0,0.0,0.0,0.0,60.0,209.0
1515,lakshadweep,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,puducherry,2008,1.0,4.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,5.0,26.0
1517,andhra pradesh,2009,16.0,52.0,3.0,58.0,0.0,9.0,2.0,0.0,0.0,33.0,173.0
1518,andhra pradesh,2009,20.0,24.0,0.0,38.0,1.0,18.0,0.0,0.0,0.0,5.0,106.0
1519,andhra pradesh,2009,9.0,92.0,1.0,142.0,2.0,28.0,0.0,1.0,0.0,118.0,393.0
1520,andhra pradesh,2009,13.0,119.0,2.0,179.0,5.0,3.0,0.0,0.0,0.0,21.0,342.0
1521,andhra pradesh,2009,6.0,26.0,0.0,34.0,2.0,9.0,26.0,0.0,0.0,105.0,208.0
1522,andhra pradesh,2009,2.0,18.0,0.0,46.0,0.0,10.0,0.0,0.0,0.0,139.0,215.0
1523,andhra pradesh,2009,5.0,36.0,0.0,84.0,3.0,0.0,0.0,0.0,0.0,40.0,168.0
1524,andhra pradesh,2009,6.0,49.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,7.0,114.0
1525,arunachal pradesh,2009,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1526,arunachal pradesh,2009,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1527,arunachal pradesh,2009,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
1528,arunachal pradesh,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,assam,2009,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1530,assam,2009,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0
1531,assam,2009,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1532,assam,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,assam,2009,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1534,assam,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0
1535,assam,2009,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
1536,assam,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,bihar,2009,10.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,11.0,60.0
1538,bihar,2009,2.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
1539,bihar,2009,10.0,5.0,0.0,96.0,0.0,0.0,34.0,0.0,0.0,0.0,145.0
1540,bihar,2009,3.0,7.0,0.0,55.0,0.0,0.0,20.0,0.0,0.0,0.0,85.0
1541,bihar,2009,2.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,28.0,39.0
1542,bihar,2009,6.0,4.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
1543,bihar,2009,42.0,15.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
1544,bihar,2009,18.0,5.0,5.0,141.0,0.0,0.0,0.0,0.0,0.0,2.0,171.0
1545,bihar,2009,2.0,3.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,16.0
1546,bihar,2009,10.0,13.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
1547,bihar,2009,21.0,7.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0
1548,chhattisgarh,2009,5.0,28.0,2.0,19.0,3.0,2.0,0.0,0.0,0.0,101.0,160.0
1549,chhattisgarh,2009,13.0,98.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,206.0,345.0
1550,chhattisgarh,2009,4.0,21.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,164.0,202.0
1551,chhattisgarh,2009,3.0,68.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,38.0,117.0
1552,chhattisgarh,2009,18.0,141.0,3.0,44.0,0.0,0.0,5.0,0.0,0.0,212.0,423.0
1553,chhattisgarh,2009,4.0,38.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,17.0,74.0
1554,goa,2009,3.0,30.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,32.0,92.0
1555,gujarat,2009,6.0,3.0,0.0,127.0,0.0,28.0,0.0,1.0,0.0,18.0,183.0
1556,gujarat,2009,16.0,17.0,0.0,79.0,0.0,26.0,0.0,0.0,0.0,34.0,172.0
1557,gujarat,2009,13.0,14.0,0.0,38.0,0.0,12.0,0.0,0.0,0.0,14.0,91.0
1558,gujarat,2009,2.0,4.0,0.0,54.0,0.0,13.0,0.0,0.0,0.0,24.0,97.0
1559,gujarat,2009,3.0,6.0,0.0,11.0,0.0,14.0,0.0,0.0,0.0,4.0,38.0
1560,gujarat,2009,15.0,22.0,3.0,68.0,0.0,19.0,2.0,0.0,0.0,59.0,188.0
1561,gujarat,2009,5.0,14.0,0.0,68.0,0.0,4.0,0.0,0.0,0.0,16.0,107.0
1562,gujarat,2009,7.0,11.0,0.0,58.0,0.0,13.0,0.0,0.0,0.0,3.0,92.0
1563,haryana,2009,2.0,27.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,16.0,88.0
1564,haryana,2009,6.0,10.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0
1565,haryana,2009,2.0,34.0,1.0,35.0,0.0,2.0,0.0,0.0,0.0,14.0,88.0
1566,haryana,2009,4.0,10.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0
1567,haryana,2009,5.0,35.0,0.0,50.0,1.0,14.0,0.0,0.0,0.0,15.0,120.0
1568,haryana,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,himachal pradesh,2009,1.0,17.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,4.0,38.0
1570,himachal pradesh,2009,2.0,16.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,11.0,49.0
1571,himachal pradesh,2009,3.0,38.0,0.0,25.0,0.0,1.0,3.0,0.0,0.0,23.0,93.0
1572,himachal pradesh,2009,3.0,12.0,1.0,14.0,0.0,3.0,2.0,0.0,0.0,6.0,41.0
1573,jammu & kashmir,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,jammu & kashmir,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,jammu & kashmir,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,jammu & kashmir,2009,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
1577,jammu & kashmir,2009,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1578,jammu & kashmir,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,jammu & kashmir,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1580,jharkhand,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,jharkhand,2009,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0
1582,jharkhand,2009,9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0
1583,jharkhand,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,jharkhand,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1585,jharkhand,2009,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1586,jharkhand,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,karnataka,2009,14.0,27.0,0.0,20.0,0.0,9.0,3.0,0.0,0.0,1.0,74.0
1588,karnataka,2009,12.0,13.0,0.0,8.0,0.0,11.0,0.0,0.0,1.0,0.0,45.0
1589,karnataka,2009,9.0,17.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,22.0,59.0
1590,karnataka,2009,3.0,3.0,6.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0
1591,karnataka,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1592,karnataka,2009,5.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0
1593,karnataka,2009,9.0,20.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0
1594,karnataka,2009,8.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0
1595,karnataka,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,kerala,2009,7.0,32.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,18.0,67.0
1597,kerala,2009,11.0,80.0,0.0,20.0,0.0,3.0,4.0,0.0,0.0,86.0,204.0
1598,kerala,2009,15.0,35.0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,44.0,120.0
1599,kerala,2009,6.0,45.0,0.0,17.0,0.0,1.0,2.0,0.0,0.0,34.0,105.0
1600,kerala,2009,5.0,43.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,22.0,91.0
1601,madhya pradesh,2009,8.0,75.0,11.0,14.0,0.0,1.0,0.0,0.0,0.0,111.0,220.0
1602,madhya pradesh,2009,15.0,180.0,1.0,79.0,0.0,24.0,1.0,1.0,0.0,170.0,471.0
1603,madhya pradesh,2009,1.0,26.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,136.0,180.0
1604,madhya pradesh,2009,8.0,64.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,128.0,243.0
1605,madhya pradesh,2009,23.0,81.0,8.0,64.0,1.0,7.0,0.0,0.0,0.0,195.0,379.0
1606,madhya pradesh,2009,9.0,82.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,680.0,777.0
1607,madhya pradesh,2009,5.0,75.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,182.0,282.0
1608,madhya pradesh,2009,8.0,89.0,0.0,23.0,0.0,9.0,0.0,0.0,0.0,62.0,191.0
1609,madhya pradesh,2009,2.0,44.0,1.0,21.0,0.0,4.0,0.0,0.0,0.0,114.0,186.0
1610,madhya pradesh,2009,9.0,108.0,11.0,58.0,0.0,0.0,0.0,0.0,0.0,380.0,566.0
1611,madhya pradesh,2009,12.0,125.0,0.0,40.0,4.0,32.0,0.0,0.0,0.0,284.0,497.0
1612,madhya pradesh,2009,12.0,36.0,3.0,17.0,0.0,3.0,0.0,0.0,0.0,96.0,167.0
1613,madhya pradesh,2009,15.0,51.0,0.0,32.0,3.0,7.0,0.0,0.0,0.0,198.0,306.0
1614,madhya pradesh,2009,0.0,35.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,133.0,181.0
1615,maharashtra,2009,20.0,46.0,0.0,47.0,0.0,22.0,0.0,0.0,0.0,161.0,296.0
1616,maharashtra,2009,15.0,44.0,1.0,34.0,0.0,25.0,10.0,0.0,0.0,87.0,216.0
1617,maharashtra,2009,17.0,54.0,0.0,47.0,2.0,23.0,7.0,0.0,0.0,104.0,254.0
1618,maharashtra,2009,11.0,14.0,5.0,5.0,1.0,15.0,0.0,0.0,0.0,19.0,70.0
1619,maharashtra,2009,24.0,95.0,1.0,77.0,2.0,42.0,0.0,2.0,0.0,180.0,423.0
1620,maharashtra,2009,13.0,60.0,8.0,64.0,2.0,43.0,0.0,0.0,0.0,172.0,362.0
1621,maharashtra,2009,12.0,55.0,1.0,25.0,1.0,30.0,15.0,0.0,0.0,59.0,198.0
1622,maharashtra,2009,24.0,69.0,0.0,52.0,0.0,18.0,0.0,0.0,0.0,203.0,395.0
1623,maharashtra,2009,19.0,75.0,1.0,49.0,4.0,12.0,2.0,0.0,0.0,70.0,232.0
1624,maharashtra,2009,11.0,36.0,0.0,26.0,1.0,21.0,3.0,0.0,0.0,30.0,128.0
1625,maharashtra,2009,13.0,42.0,0.0,82.0,0.0,18.0,5.0,0.0,0.0,71.0,231.0
1626,maharashtra,2009,3.0,22.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,33.0,89.0
1627,manipur,2009,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1628,manipur,2009,4.0,8.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
1629,manipur,2009,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
1630,meghalaya,2009,6.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0
1631,meghalaya,2009,2.0,50.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0
1632,mizoram,2009,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
1633,mizoram,2009,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1634,nagaland,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,nagaland,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,nagaland,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,odisha,2009,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,69.0
1638,odisha,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1639,odisha,2009,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1640,odisha,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1641,odisha,2009,1.0,28.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
1642,odisha,2009,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0
1643,odisha,2009,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0
1644,odisha,2009,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1645,odisha,2009,1.0,22.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0
1646,punjab,2009,15.0,33.0,0.0,40.0,0.0,4.0,0.0,0.0,0.0,13.0,105.0
1647,punjab,2009,9.0,35.0,3.0,53.0,0.0,0.0,3.0,0.0,0.0,7.0,110.0
1648,punjab,2009,15.0,47.0,5.0,92.0,0.0,0.0,0.0,0.0,0.0,4.0,163.0
1649,punjab,2009,19.0,28.0,1.0,85.0,3.0,11.0,0.0,0.0,0.0,6.0,153.0
1650,punjab,2009,10.0,39.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,7.0,113.0
1651,punjab,2009,8.0,28.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,5.0,81.0
1652,punjab,2009,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1653,rajasthan,2009,13.0,44.0,3.0,78.0,0.0,27.0,1.0,0.0,0.0,0.0,166.0
1654,rajasthan,2009,26.0,65.0,0.0,88.0,0.0,14.0,0.0,0.0,0.0,0.0,193.0
1655,rajasthan,2009,11.0,32.0,1.0,92.0,0.0,2.0,0.0,0.0,0.0,0.0,138.0
1656,rajasthan,2009,6.0,21.0,3.0,24.0,0.0,22.0,0.0,0.0,0.0,7.0,83.0
1657,rajasthan,2009,11.0,50.0,0.0,125.0,0.0,25.0,0.0,0.0,0.0,2.0,213.0
1658,rajasthan,2009,7.0,35.0,4.0,81.0,0.0,8.0,0.0,0.0,0.0,2.0,137.0
1659,rajasthan,2009,4.0,27.0,0.0,64.0,0.0,16.0,0.0,0.0,0.0,0.0,111.0
1660,rajasthan,2009,3.0,13.0,1.0,27.0,0.0,5.0,0.0,0.0,0.0,1.0,50.0
1661,rajasthan,2009,9.0,42.0,0.0,104.0,0.0,21.0,0.0,0.0,0.0,0.0,176.0
1662,rajasthan,2009,7.0,42.0,0.0,78.0,0.0,13.0,0.0,0.0,0.0,0.0,140.0
1663,sikkim,2009,3.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,14.0,40.0
1664,tamil nadu,2009,12.0,25.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,71.0
1665,tamil nadu,2009,7.0,25.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
1666,tamil nadu,2009,2.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,23.0,49.0
1667,tamil nadu,2009,3.0,14.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0
1668,tamil nadu,2009,6.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0
1669,tamil nadu,2009,10.0,24.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0
1670,tamil nadu,2009,17.0,16.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,84.0
1671,tamil nadu,2009,8.0,16.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
1672,tamil nadu,2009,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
1673,tamil nadu,2009,12.0,40.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,15.0,128.0
1674,tripura,2009,13.0,83.0,0.0,12.0,0.0,0.0,28.0,0.0,0.0,27.0,163.0
1675,uttar pradesh,2009,35.0,48.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,90.0,356.0
1676,uttar pradesh,2009,7.0,29.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,25.0,109.0
1677,uttar pradesh,2009,10.0,24.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,33.0,138.0
1678,uttar pradesh,2009,23.0,37.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,36.0,142.0
1679,uttar pradesh,2009,23.0,19.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,42.0,144.0
1680,uttar pradesh,2009,17.0,28.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,6.0,135.0
1681,uttar pradesh,2009,10.0,21.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,21.0,105.0
1682,uttar pradesh,2009,26.0,51.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,29.0,272.0
1683,uttar pradesh,2009,26.0,29.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,22.0,117.0
1684,uttar pradesh,2009,21.0,28.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,14.0,125.0
1685,uttar pradesh,2009,24.0,41.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,43.0,243.0
1686,uttar pradesh,2009,25.0,54.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,63.0,255.0
1687,uttar pradesh,2009,11.0,27.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,13.0,129.0
1688,uttar pradesh,2009,42.0,33.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,28.0,223.0
1689,uttar pradesh,2009,14.0,55.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,44.0,224.0
1690,uttar pradesh,2009,27.0,38.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,20.0,161.0
1691,uttar pradesh,2009,9.0,37.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,13.0,117.0
1692,uttar pradesh,2009,22.0,26.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,11.0,90.0
1693,uttarakhand,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
1694,uttarakhand,2009,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0
1695,uttarakhand,2009,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1696,uttarakhand,2009,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1697,west bengal,2009,15.0,65.0,0.0,110.0,0.0,0.0,26.0,40.0,0.0,1.0,257.0
1698,west bengal,2009,3.0,24.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,76.0
1699,west bengal,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,west bengal,2009,2.0,18.0,0.0,44.0,0.0,0.0,15.0,9.0,0.0,57.0,147.0
1701,west bengal,2009,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1702,west bengal,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,a&n islands,2009,1.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,41.0
1704,chandigarh,2009,1.0,21.0,0.0,27.0,0.0,9.0,0.0,0.0,0.0,13.0,71.0
1705,d&n haveli,2009,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1706,daman & diu,2009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1707,delhi,2009,11.0,51.0,0.0,339.0,0.0,6.0,1.0,2.0,0.0,17.0,427.0
1708,delhi,2009,0.0,7.0,0.0,52.0,0.0,2.0,0.0,0.0,0.0,2.0,63.0
1709,delhi,2009,21.0,92.0,0.0,937.0,0.0,9.0,0.0,0.0,0.0,68.0,1127.0
1710,delhi,2009,30.0,106.0,0.0,618.0,0.0,8.0,0.0,0.0,0.0,70.0,832.0
1711,delhi,2009,12.0,51.0,0.0,302.0,0.0,3.0,0.0,0.0,0.0,22.0,390.0
1712,lakshadweep,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,puducherry,2009,1.0,1.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,4.0,21.0
1714,andhra pradesh,2010,10.0,33.0,0.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,93.0
1715,andhra pradesh,2010,10.0,41.0,0.0,40.0,1.0,3.0,4.0,0.0,0.0,0.0,99.0
