132,uttarakhand,2004,4.0,17.0,0.0,2.0,0.0,1.0,32.0,0.0,0.0,0.0,56.0,71.92678571428587
133,west bengal,2004,2.0,19.0,0.0,99.0,1.0,0.0,13.0,12.0,8.0,43.0,206.0,69.77375000000006
134,a&n islands,2004,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,83.25985714285571
135,chandigarh,2004,3.0,13.0,0.0,36.0,0.0,11.0,0.0,0.0,0.0,3.0,66.0,83.19540000000063
136,d&n haveli,2004,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,63.44549999999981
137,daman & diu,2004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,81.21166666666659
138,delhi,2004,41.0,186.0,4.0,371.0,0.0,33.0,0.0,0.0,0.0,131.0,766.0,82.66017142857345
139,lakshadweep,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.53107142857107
140,puducherry,2004,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,82.9768761904752
141,andhra pradesh,2005,57.0,315.0,1.0,332.0,4.0,99.0,48.0,2.0,9.0,74.0,950.0,60.90822857142825
142,arunachal pradesh,2005,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,57.910171428571175
143,assam,2005,13.0,90.0,1.0,18.0,5.0,0.0,0.0,2.0,0.0,70.0,199.0,66.2418571428575
144,bihar,2005,26.0,8.0,0.0,72.0,0.0,0.0,5.0,0.0,4.0,0.0,115.0,51.83285714285671
145,chhattisgarh,2005,37.0,382.0,21.0,110.0,8.0,6.0,0.0,0.0,3.0,430.0,997.0,62.68542857142802
146,goa,2005,4.0,15.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,21.0,53.0,87.17514285714424
147,gujarat,2005,76.0,90.0,4.0,285.0,1.0,141.0,12.0,0.0,25.0,202.0,836.0,72.08657142857214
148,haryana,2005,38.0,131.0,8.0,101.0,0.0,32.0,0.0,0.0,7.0,57.0,374.0,70.69440000000122
149,himachal pradesh,2005,6.0,58.0,1.0,37.0,0.0,12.0,0.0,0.0,3.0,14.0,131.0,78.16800000000057
150,jammu & kashmir,2005,4.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,59.656232558139436
151,jharkhand,2005,33.0,22.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,27.0,97.0,57.14428571428516
152,karnataka,2005,47.0,48.0,7.0,35.0,1.0,18.0,7.0,0.0,3.0,25.0,191.0,69.55921904761863
153,kerala,2005,45.0,140.0,1.0,45.0,1.0,3.0,21.0,0.0,3.0,127.0,386.0,94.96828571428614
